song_id,song_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
21FgHK5OHDvgNxW3ZgqIfp,Harshest Critic,Allison Ponthier,0.542,0.493,11,-8.022,1,0.0254,0.861,5.72e-05,0.151,0.273,101.022,196211,4
1oqnATF6AFH93dCBrDqBTP,Victory,The Avett Brothers,0.622,0.191,10,-11.141,1,0.0299,0.947,0.00602,0.106,0.293,134.853,233333,4
3N7ECZdXi8Z7RjOA7yuFno,Featherweight - Solstice Version,Fleet Foxes,0.521,0.185,7,-12.447,0,0.0311,0.939,0.000433,0.125,0.226,150.392,227760,4
1k0lOmYQWNyQnQYs0RepPV,Pale November Dew,The Dead Tongues,0.526,0.508,8,-8.643,1,0.029,0.859,0.0729,0.126,0.43,112.012,230627,4
3dcHxeQx9i7SxLb2VpWQmA,"Surprise, Surprise",Savannah Conley,0.481,0.134,1,-17.099,1,0.0461,0.608,9.02e-05,0.0992,0.0753,120.27,236276,3
4WkXg0OeMYPY7oM9ZRq6mm,Smoke - Acoustic,Gia Margaret,0.528,0.3,7,-14.82,1,0.0389,0.778,0.152,0.317,0.259,86.009,152320,3
088kWm2bfPw22I3jIa6Yll,Been Worryin',"Cat Clyde, Jeremie Albino",0.443,0.255,5,-8.191,1,0.0574,0.811,0.0,0.0941,0.381,201.424,182761,4
2J2oWsC3KGoqdUMIwcMRMU,Pharmakon,Humbird,0.687,0.234,9,-12.559,1,0.029,0.848,7.72e-06,0.116,0.339,95.023,155352,4
6ET9kf9riLETWs9lePUEAI,Slow Burn,Kacey Musgraves,0.555,0.43,2,-9.105,1,0.0295,0.462,0.000191,0.0869,0.274,147.613,246133,4
7lqJKQZ3YmtS2fsELnpNk3,Uh Huh - Acoustic,Jade Bird,0.368,0.441,4,-6.656,1,0.0457,0.599,0.0,0.145,0.297,192.461,171971,4
2sPs3jx1I2IcJczysRAi5e,Turn the Skies of Blue On,Fionn Regan,0.447,0.294,0,-19.696,1,0.0329,0.818,0.824,0.147,0.442,204.085,129591,4
2GU7Yy8fZVbtmSafEOXcjQ,Bright Star,Anaïs Mitchell,0.712,0.348,1,-8.808,1,0.0402,0.618,0.000206,0.107,0.321,99.144,190587,4
4WM5HfHQZ0N4o8HDNwRmRk,Nothing’s Gonna Happen,The Staves,0.36,0.209,2,-12.289,1,0.0322,0.77,5.1e-05,0.129,0.213,75.349,216747,4
0q7yko1W5meYBjnXUv8nqz,Torch,M. Ward,0.449,0.583,8,-13.484,1,0.0502,0.535,0.222,0.329,0.217,93.522,185093,4
1povuYrqeLKTMLEOUUXoAw,Nothing's Easy,Tiz McNamara,0.409,0.351,7,-10.747,1,0.0421,0.0216,2.15e-05,0.124,0.536,151.7,186979,5
7d0XkI4iJ32nxeFAHFXbLQ,"If You Need To, Keep Time on Me",Fleet Foxes,0.521,0.22,9,-10.202,1,0.0314,0.647,0.00814,0.179,0.135,104.03,210507,4
1ngGoUl2D5DTHjaMTV88T0,Sunbathers - Acoustic,Strand of Oaks,0.48,0.589,0,-4.825,1,0.032,0.811,1.21e-06,0.0838,0.44,97.887,222980,4
22NL5h9eOZqVeBRLrRgMJk,My City of Ruins,Wesley Schultz,0.436,0.152,0,-14.846,1,0.0526,0.94,4.22e-05,0.114,0.158,147.623,256798,4
6c1LDkyXooBQWELWZlDwCt,Only The Strong,Laura Marling,0.659,0.2,7,-16.501,0,0.0307,0.883,0.0075,0.113,0.381,93.316,200187,4
4aX4dqpYXTxRMTcjekxPyp,Wild Turkey,Amythyst Kiah,0.584,0.275,6,-11.356,1,0.0292,0.795,5.01e-05,0.0924,0.266,103.088,272080,4
6yVZtPADFaHeYpeAS45Gz2,Back to Tennessee,Josiah and the Bonnevilles,0.458,0.453,2,-8.545,1,0.0278,0.306,1.11e-05,0.149,0.224,91.779,216147,4
7m4pa6QJVZ5T4vf33pvLTm,Persephone,Allison Russell,0.585,0.404,2,-8.188,1,0.0477,0.458,6.42e-06,0.121,0.43,125.267,262680,4
1LaZaREKW44rOo2vIrZnJ0,Hello,Hollow Coves,0.627,0.236,6,-13.788,1,0.0267,0.907,1.64e-05,0.117,0.153,99.978,194000,4
2LthqyP0MLhGUBICwR1535,Re: Stacks,Bon Iver,0.676,0.0812,2,-22.846,1,0.0398,0.979,0.416,0.118,0.314,125.053,401413,4
0yuJ0JBqxeGV5aGjIGe635,On Your Way Now,Sharon Van Etten,0.624,0.287,9,-12.281,1,0.0248,0.699,0.00157,0.0958,0.247,91.932,174433,4
0c5jwdFCYNXujjK785yYrI,Sorrow - Acoustic,Wilderado,0.567,0.224,0,-10.558,1,0.0288,0.921,0.0,0.102,0.292,143.982,180707,4
2eIYmspGt58UeXPNUsp1oW,Real Peach - Recorded at Spotify Studios NYC,Henry Jamison,0.379,0.194,9,-12.644,1,0.0438,0.901,1.19e-05,0.139,0.436,170.097,195851,4
27ytYULTu6QSZBhGaOKq9i,I Am California,"John Craigie, Gregory Alan Isakov",0.455,0.172,3,-10.265,1,0.0307,0.236,0.0013,0.102,0.189,118.161,313079,3
30pZDEwDIFm9atVZo8Jlag,Old Soul - Acoustic,Hudson Taylor,0.296,0.249,2,-12.876,1,0.0283,0.348,7.41e-05,0.152,0.303,141.198,282659,4
0gKiONJeEtwb3hps4sUgyn,Changes,"Langhorne Slim, The Law",0.668,0.367,11,-11.002,1,0.0285,0.891,0.00521,0.103,0.342,110.21,161907,4
2soMAWI1jlM8O1YUF4e1LB,Go Tell a Bird,Maya De Vitry,0.445,0.332,7,-11.181,1,0.0306,0.693,0.00659,0.0987,0.297,109.549,232826,4
4Uc8xnNu2Mm1yObB0uxZI6,On The Road Again,The Brother Brothers,0.619,0.454,0,-11.243,0,0.0301,0.718,0.0162,0.0774,0.695,104.329,173969,4
4DSIaN45JesvflRtHwEp2U,Pegasi,Jesca Hoop,0.578,0.245,2,-8.901,1,0.0287,0.938,0.0,0.107,0.509,89.566,213504,4
0dFf2G2Q5SdYbvcLDK58EB,Blacktop,Julien Baker,0.507,0.0694,7,-16.812,1,0.0335,0.94,0.00112,0.111,0.089,105.426,283510,4
0GehqN1MkS7feXJWWk97KU,High And Dry,Rosie Carney,0.474,0.145,4,-14.402,1,0.0348,0.911,0.000991,0.126,0.157,106.597,232000,5
6u6xrnKXzVVlInlfiHFZsP,Paula Collins,Rosier,0.519,0.308,4,-12.706,1,0.0269,0.777,0.00316,0.352,0.366,151.96,195495,4
0qFFiR3SiXqgnQvX6Q1WOO,Whale Song,Corey Kilgannon,0.354,0.262,5,-11.502,1,0.0301,0.926,0.000415,0.153,0.569,179.234,158387,4
3xTqO5pmcvcQ42RIYodPNO,Life Is Confusing - Recorded at Sound Stage Studios Nashville,Langhorne Slim,0.57,0.157,1,-12.813,1,0.0379,0.956,6.89e-05,0.11,0.515,123.276,176959,4
0q15u75SrhGbo1w4BgyAuK,Desert Wine (Acoustic),Joshua Burnside,0.412,0.109,11,-16.518,1,0.0394,0.971,0.00214,0.108,0.234,76.034,188000,4
1qIktGpjJbiikPxFDbuh1L,Wayside,"Courtney Hartman, Taylor Ashton",0.629,0.23,10,-12.604,1,0.0364,0.939,0.00123,0.123,0.62,117.177,157069,4
69cm7J1zKMbS9z4oYObomm,Swimming,Maple Glider,0.716,0.427,9,-6.757,1,0.0273,0.722,8.21e-05,0.164,0.176,109.925,252413,4
4fbvXwMTXPWaFyaMWUm9CR,Holocene,Bon Iver,0.374,0.304,1,-14.52,1,0.0302,0.943,0.298,0.126,0.147,147.969,336613,4
5Wvf91821sBE8aErRtpfRN,The Rains,Henry Jamison,0.689,0.399,6,-10.906,1,0.028,0.648,0.0167,0.0704,0.432,117.027,211795,4
7EdqI2yCywlX79fr6f8a8H,Thin Ice,Liza Anne,0.475,0.635,8,-7.617,1,0.0345,0.565,0.000556,0.109,0.537,84.822,207167,4
3k7ne7VmH43ZPWxPdvPUgR,coney island (feat. The National),"Taylor Swift, The National",0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,275320,4
0C0ESa1ZZ5taXaYUxwnvx9,Warped Window,Anna Mieke,0.514,0.0533,8,-16.276,1,0.045,0.932,1.16e-05,0.113,0.176,113.861,295266,4
2Ckv1DTVTt5UPdnWutOO7h,If I Told,Courtney Marie Andrews,0.283,0.221,10,-15.344,1,0.0423,0.841,0.000595,0.0975,0.299,80.413,298013,4
6QaBosEz0XcT3YuMYeTI1y,Used,Wyvern Lingo,0.379,0.0938,2,-10.95,1,0.0391,0.938,0.0,0.0861,0.18,114.199,252816,4
6X0hjAJlVW9PiqQIaGsVzd,"Mother, Mother","Rayland Baxter, Dylan LeBlanc",0.372,0.105,4,-19.241,1,0.0298,0.899,0.000459,0.321,0.565,163.804,215998,4
6KxtHlxcVPyusnlLjC7jdG,Where We Start,Vance Joy,0.662,0.384,2,-6.198,1,0.0288,0.882,6.38e-05,0.122,0.186,120.117,200067,4
3GVCqeU1ckkSJtY86bwGSs,For All You Give (feat. Lucy Rose),"The Paper Kites, Lucy Rose",0.498,0.141,11,-17.14,0,0.0386,0.956,0.00348,0.109,0.352,139.099,191235,4
3PUln07oXes6xzvFFBnPO1,New Star,Watchhouse,0.683,0.488,2,-8.733,1,0.0266,0.605,0.0554,0.13,0.424,113.387,185728,4
7mqnso9Zqgv7TYy3ZTfBg0,Here I Am,WILLO,0.585,0.26,7,-10.319,1,0.0316,0.786,0.00568,0.132,0.183,133.33,256171,4
3c9srkZXPYH5969NYxVXZS,IOWA,"Donovan Woods, Aoife O'Donovan",0.514,0.278,1,-11.362,1,0.032,0.752,0.000261,0.205,0.211,95.718,275171,4
4Ob6C4hbiVGVAmP0nP1i4U,Rust,Sam Moss,0.377,0.294,6,-16.106,0,0.0334,0.889,0.17,0.122,0.277,127.736,151172,4
4Lp2SmcFyyMiWzfsDV2Qzh,Atlantis,"Noah Gundersen, Phoebe Bridgers",0.591,0.555,2,-10.702,1,0.0325,0.54,0.0462,0.157,0.459,83.459,319053,4
61E4DgklZb36Oxn8el9NNy,"You Needed Love, I Needed You",Angelo De Augustine,0.54,0.18,2,-13.982,1,0.0422,0.928,0.00498,0.109,0.535,88.985,205657,4
5E87q3c0yZ5n5m2Fuq2RMZ,You And I - Moon And Stars / Acoustic,Valerie June,0.41,0.461,7,-8.908,1,0.0344,0.596,5.22e-05,0.241,0.565,153.313,200000,3
7jsdurLwZkppuDDhLPQ9IW,In Between,Parker Millsap,0.386,0.271,5,-12.452,1,0.0413,0.903,6.27e-06,0.121,0.311,162.336,206267,4
1Thyh3NBnJ783exapZJIA3,look up,Joy Oladokun,0.376,0.29,0,-10.157,1,0.0303,0.834,0.0,0.141,0.223,90.349,213938,4
1i9yDwcpeOaM96zODWnqZn,Need You,Penny and Sparrow,0.545,0.642,10,-7.344,1,0.0279,0.517,1.75e-06,0.116,0.555,78.51,189282,4
2aU77iuoOElIJyXl0YoI9O,Right Down The Line,Lucius,0.802,0.354,1,-8.091,0,0.034,0.822,2.57e-06,0.114,0.418,119.972,235872,4
52EUFsBXu1FG5iTnTE9W2M,Portland,Andrea von Kampen,0.326,0.221,11,-13.303,1,0.0346,0.872,0.0231,0.11,0.134,73.577,228389,4
5OoccFPlv12WWzdzJfcrfx,Love Part Three,Dani Larkin,0.542,0.297,10,-11.512,1,0.0327,0.88,1.55e-06,0.115,0.04,105.026,267080,4
2n0UqC7DiRhelPWPkhviUH,Great Divide,Ira Wolf,0.372,0.444,5,-9.036,1,0.0295,0.82,7.28e-05,0.141,0.357,162.3,241240,4
5ou4c3qI8EvtpwsvYIM4L4,I-89 - Recorded At Spotify Studios NYC,I'm With Her,0.581,0.375,7,-11.591,0,0.0359,0.818,1.05e-06,0.109,0.649,89.582,180581,4
2ehQ2UuXplkqly0XBBAPud,Deep In Love,"Bonny Light Horseman, Eric D. Johnson, Josh Kaufman, Anaïs Mitchell",0.618,0.558,5,-8.184,1,0.0251,0.604,0.395,0.124,0.336,111.709,309072,4
5YuHMfznSrE6qsKGQzcAnO,Whisper In Her Ear,The Milk Carton Kids,0.586,0.208,5,-15.224,1,0.0343,0.947,0.0177,0.133,0.451,90.574,244520,4
0K5cDbV4MMkeSBYLPmJkAs,Boardwalks,Little May,0.67,0.39,6,-12.108,1,0.0287,0.781,0.0783,0.112,0.283,129.033,196286,4
47U42WYf8WrHGqCCPPGV34,Only Time,Aaron Espe,0.685,0.262,9,-12.107,0,0.038,0.737,1.76e-05,0.11,0.361,135.97,178547,3
2wDuq7nBkGJjO4ykq3aJ4D,Chemicals,Gregory Alan Isakov,0.608,0.238,0,-13.604,1,0.0434,0.885,0.125,0.111,0.27,78.013,199907,4
07ZkpHysDtnBHQKbEOBZ2L,Rivers,The Tallest Man On Earth,0.562,0.25,5,-11.977,1,0.0325,0.959,0.000836,0.107,0.595,100.804,236854,4
5ptT7iorqwpxAtZzVuIei0,The Barrel - Edit,Aldous Harding,0.738,0.423,11,-8.192,1,0.0332,0.743,7.96e-05,0.119,0.612,87.066,219511,4
2Cx61IzUXPJyhv3GzGtsZ3,Tiger Striped Sky,Roo Panes,0.473,0.317,2,-10.324,1,0.0318,0.944,0.0124,0.11,0.132,139.899,241720,4
1Cu8QneXq0Hq1HJqkZDPbN,This Time Tomorrow,Brandi Carlile,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,206267,4
3nKCmdfFSB49NPGRsfD4wh,Siren Song,The Brother Brothers,0.542,0.155,2,-12.924,0,0.0298,0.988,0.0155,0.108,0.247,78.088,183768,4
43zbl1HtPGmdXktjOzRFXX,Call the Days,Nadia Reid,0.44,0.289,2,-11.797,1,0.0311,0.608,0.000748,0.13,0.142,75.13,212817,4
0WIzzUh0vzPHk58d3e8sXJ,Honest,JOSEPH,0.41,0.44,10,-8.616,1,0.0307,0.662,0.0014,0.0663,0.304,98.097,168480,4
0szmjOw9XbtbQYWz0GvXSp,Horse to Water,Tall Heights,0.519,0.622,6,-9.135,0,0.0319,0.343,0.0699,0.497,0.514,97.004,244960,4
3C9JEhvBWBhsS7ly2noNvu,Forever Ago,Woodlock,0.395,0.198,9,-16.971,1,0.0362,0.923,0.0703,0.0786,0.0714,81.97,282747,4
67n7BReUXzA0A499f2wEoh,Glass,Charlie Cunningham,0.436,0.354,7,-15.182,1,0.0281,0.89,0.379,0.124,0.248,147.095,199333,4
4j8EP3Us4LpzLu1dpsMwZa,Marrow,Courtney Hartman,0.493,0.267,2,-14.867,1,0.174,0.915,0.000543,0.119,0.285,92.394,194764,4
1NCAKlp1bFHYbSSDQxfbJ1,Even The Darkness Has Arms,The Barr Brothers,0.513,0.662,11,-12.787,1,0.0435,0.813,0.18,0.288,0.734,101.275,230520,4
3cTbjXWKsCm1hg3TrUlFXC,Call My Name - Acoustic,"I'm With Her, Sara Watkins, Sarah Jarosz, Aoife O'Donovan",0.57,0.186,8,-10.603,1,0.0318,0.93,0.0,0.115,0.319,76.45,197458,4
2bmKof7OGfJGfPE3jNNsZu,Fallin',Valerie June,0.442,0.323,0,-11.998,1,0.0317,0.933,2.02e-05,0.144,0.287,130.295,198587,4
5OXrQDOfnEp52MvMnAk7pp,Keep 'Em on They Toes,Brent Cobb,0.727,0.169,4,-12.474,1,0.0542,0.739,0.0,0.109,0.473,147.72,163893,4
6hm3iR9TjDa5FCfPhXrnXY,Waterbound (with Francesco Turrisi),"Rhiannon Giddens, Francesco Turrisi",0.619,0.489,0,-10.268,1,0.0314,0.807,9.31e-05,0.124,0.724,87.244,237867,4
4muAGMNipTEtIoYfMa9QL0,Amsterdam - Recorded at Spotify Studios NYC,Watchhouse,0.532,0.317,0,-10.693,1,0.0309,0.909,0.0277,0.11,0.28,140.671,193672,3
08HL66o1xVAxrQkdUkMb7D,Putting on Airs,Erin Rae,0.612,0.433,4,-11.362,1,0.0301,0.288,0.00191,0.315,0.456,118.68,280987,4
5hmI1tgtDXpaSLYbyYZyIB,Pallid Eyes,Emily Jane White,0.391,0.428,11,-12.409,0,0.0287,0.459,0.00826,0.17,0.243,91.881,234080,4
6OTKVgVpVaVjhRLYizPJKA,Just for Me,PinkPantheress,0.796,0.625,0,-7.218,1,0.0645,0.653,0.00348,0.187,0.641,133.035,115801,4
7KhJdiu4zbPlhlImRLIyDl,Prom Night,Riovaz,0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,145899,4
1zoTGEJRVGu0XP7aC9LF0t,Hotel Breakfast,Bladee,0.721,0.702,8,-5.982,1,0.0504,0.0912,2.69e-05,0.235,0.788,145.042,134653,4
4A8cWXxKfIL3lAyUDzXbCF,Super Gremlin,Kodak Black,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,200548,4
5Rv9grENo0PwMFd3ZCT3Zp,I WANNA SEE SOME ASS (feat. jetsonmade),"Jack Harlow, jetsonmade",0.907,0.652,0,-7.733,1,0.0578,0.284,0.000337,0.135,0.93,107.952,125302,4
6AGhG5sCxbepvyjFilAVHq,ihonestlymightjustgiveup,d0llywood1,0.7,0.789,7,-4.614,0,0.0468,0.0141,0.422,0.157,0.65,155.988,126178,4
7vryFD8bLmCdmjxl7U60Bs,Trap Anthem,"MC Virgins, Yun Head",0.818,0.82,6,-5.531,0,0.175,0.106,0.0,0.108,0.737,160.005,133018,4
0YQEWdfq3ajtNtK106Dr0k,Shinigami Eyes,Grimes,0.632,0.691,9,-5.226,0,0.0603,0.00604,0.00149,0.19,0.0768,116.028,159315,4
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4
4RWMUN7m78hYp4nvXVCxzJ,Dreams,"Anamanaguchi, Flux Pavilion",0.388,0.598,6,-6.467,1,0.0317,0.00149,0.0213,0.06,0.0605,132.115,257406,4
5jkbw3FDS3bSSb4oLKYbjf,Freak (feat. REI AMI),"Sub Urban, REI AMI",0.619,0.45,7,-11.965,0,0.515,0.433,0.0,0.513,0.41,179.755,194000,4
0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),Doja Cat,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,4
2lz3zjQ5QCVXiyOzIk02vW,Die For You,"VALORANT, Grabbitz",0.598,0.705,11,-5.462,1,0.0333,0.0826,1.8e-05,0.133,0.104,95.018,212927,4
7D7e6hm2LiNd6nLuJF6K9Q,Hex,80purppp,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,122222,4
3UEnF6y5tyHVtMzldS3svp,Everything Black,"Unlike Pluto, Mike Taylor",0.62,0.864,5,-4.334,0,0.114,0.0323,0.0,0.117,0.395,98.059,228980,4
6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657,4
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),"Doja Cat, SZA",0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4
52PIxWAf66CKCpHdGyARzt,IT HURTS!,San Holo,0.481,0.632,2,-5.602,1,0.0357,0.0415,0.000701,0.498,0.36,146.926,228125,4
4iN16F8JtVxG2UTzp3avGl,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,197443,4
3Vi5XqYrmQgOYBajMWSvCi,Need to Know,Doja Cat,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4
27XMmSWSOXJ7eVb40tH93T,MEMORIES!,347aidan,0.835,0.381,9,-6.121,1,0.342,0.757,4.59e-06,0.121,0.31,154.973,137806,4
2BITQ360Knh6qNAOqR7Dyq,Miss The Rage (feat. Playboi Carti),"Trippie Redd, Playboi Carti",0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,236883,4
7KVBqGLGhrEejVokzYd8vF,Bunny Girl,"1nonly, Ciscaux",0.77,0.659,6,-8.322,1,0.238,0.283,0.0,0.334,0.504,94.955,166896,4
4xhWfr0tyA7BGL7eXo8KnV,ALL GIRLS ARE THE SAME,RØNIN,0.785,0.343,9,-10.923,0,0.0862,0.593,0.0,0.103,0.468,118.065,121949,4
2CMq2UImv0YssAzKb95YBH,I Feel Fantastic,Riovaz,0.771,0.536,11,-16.116,0,0.109,0.194,0.00919,0.153,0.688,135.684,146939,4
3CLSHJv5aUROAN2vfOyCOh,Close Eyes,DVRST,0.784,0.572,0,-9.853,1,0.0573,0.0748,0.843,0.139,0.209,96.181,132346,4
5Unr6WoYvsnGYo3NazmkW4,Taking Over,Tom The Mail Man,0.762,0.516,5,-8.016,0,0.0969,0.0288,0.0,0.0966,0.721,156.97,158000,4
2nCL4jSUB2iLfySrjVTWgj,Addicted,One True God,0.725,0.868,2,-2.537,1,0.0364,0.0181,0.359,0.0687,0.0624,117.994,162712,4
2WYs5LxOZfEyURXu7V0O1a,Stay With Me,1nonly,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,141505,5
00HG0BYPrRQQ5S7HVhVNSy,Tums,TNGHT,0.621,0.628,8,-4.687,0,0.0842,0.00347,0.546,0.704,0.542,166.084,217000,4
79qOs49qSotfX46OGByR0M,Keep You,"The Tech Thieves, One True God",0.771,0.704,6,-3.146,0,0.0295,0.0791,0.0608,0.124,0.626,104.009,154038,4
43ZJYYy6frMoxtGNFZDwkO,Balenciaga,Gab3,0.144,0.542,10,-9.277,1,0.0464,0.0835,4.54e-05,0.402,0.428,76.353,152000,4
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),"Powfu, beabadoobee",0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,4
3evAUkYDPeLX5kn0LbvGz4,Hypnocurrency,"Rezz, deadmau5",0.528,0.732,2,-9.492,1,0.0504,0.0319,0.868,0.109,0.0324,199.978,292525,4
6zke4l646FheM5JlIdu4T8,I Believe,"Flux Pavilion, Asha",0.344,0.699,4,-8.881,0,0.107,0.191,0.0139,0.278,0.243,139.966,258299,4
1nxolqTzRn39brCPRk5f8v,Wouldn’t Change A Thing,"ILLENIUM, Thirty Seconds To Mars",0.487,0.852,0,-4.002,1,0.0596,0.054,0.0,0.111,0.191,157.934,187000,4
2ZvUizJo4PV42pS6kuL5XP,Physical Layer,Lamorn,0.765,0.828,7,-6.218,0,0.0919,0.373,0.676,0.102,0.321,115.017,236071,4
6b5fPdo7XNZrwcTASG1hK7,ORANGE SODA,Baby Keem,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,129882,4
1D3z6HTiQsNmZxjl7F7eoG,m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,218802,4
6M47gaKejso9772SKTa3yH,Face Off,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",0.693,0.935,8,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882,219802,4
527k23H0A4Q0UJN3vGs0Da,After Party,Don Toliver,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4
6aHoPULNO7pSL2ZfUY0bU8,Knock Knock,SoFaygo,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,4
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,292987,4
4aMxs74PXoQg2SLgjypcvb,Turban,Yeat,0.669,0.682,1,-7.974,1,0.293,0.00165,0.0116,0.339,0.345,148.153,155742,4
3cWmqvMwVQKDigWLSZ3w9h,Rockstar Made,Playboi Carti,0.773,0.612,8,-5.73,1,0.232,0.0398,0.0,0.142,0.381,149.999,193575,4
5kn2FMZoBVClbA9CV7w3k5,Chemical Bond,"Rezz, Deathpact",0.635,0.93,2,-2.061,1,0.0583,0.000241,0.775,0.0918,0.0688,73.981,142703,4
1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,The Weeknd,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4
0bGH7ezs7WdDwpqnsvGf1z,Purple Hat,Sofi Tukker,0.777,0.744,9,-7.42,1,0.204,0.331,0.0073,0.088,0.654,94.019,178369,4
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
7f6CYOMT6sXv35ZTJRtXtA,More Than Friends,24kGoldn,0.592,0.863,7,-4.974,1,0.363,0.0693,0.0,0.0835,0.716,171.971,174645,4
4iWKQu7GcqRl1aVll2PD20,Only A Fool (with Pink Sweat$),"Galantis, Ship Wrek, Pink Sweat$",0.729,0.619,5,-6.155,0,0.0346,0.0451,0.0,0.0953,0.623,123.061,166688,4
4tggZyGJMNJMooWuRbvN5q,Harness Your Hopes - (B-side),Pavement,0.605,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.882,206947,4
4m32ZYmSYgGziMwx3cJxS7,Kyoto,Phoebe Bridgers,0.594,0.746,11,-6.94,1,0.0425,0.0374,0.288,0.0961,0.504,131.007,184534,4
08D3zofNf3OwOSCAk50UFs,Black Licorice,Peach Pit,0.693,0.54,9,-9.133,1,0.0333,0.0309,0.00078,0.116,0.434,124.032,219827,4
28kOpVf1aCgL0LSFfuKV4w,Oom Sha La La,Haley Heynderickx,0.538,0.417,2,-9.176,1,0.0361,0.275,0.0,0.206,0.252,115.422,177340,4
6CES1554HcWMIVroJfmmBm,Way It Goes,Hippo Campus,0.542,0.906,9,-4.213,1,0.0491,0.021,0.00043,0.377,0.515,120.014,245456,4
4Qmm1kIX3RO1DKdsYQbLK0,Crooked Teeth,Death Cab for Cutie,0.579,0.662,9,-6.885,1,0.0245,0.000625,3.89e-06,0.117,0.574,102.951,203733,4
1ZOHZ37YIHnVn8dEpNIEhp,So Says I,The Shins,0.453,0.754,7,-3.361,1,0.0466,0.00886,0.0,0.117,0.48,73.56,168533,4
5Wyy2JHaM8cKEN6YDC6C8O,Pressure To Party,Julia Jacklin,0.483,0.81,4,-3.949,1,0.0366,0.000124,4.79e-05,0.118,0.382,141.906,182307,4
5iXuX70Sxp6sKdumBcQQW7,Katie Queen Of Tennessee,The Apache Relay,0.56,0.913,2,-5.388,1,0.0308,0.101,0.000207,0.255,0.723,127.022,204653,4
0TAHhMjG17P5pzlSm1sgSl,Funky Galileo,Sure Sure,0.802,0.325,10,-9.327,1,0.0466,0.164,0.162,0.156,0.648,110.995,246200,4
1sygfNN1Uw3kWlmTqC3PJY,Are You OK?,Wasuremono,0.478,0.684,1,-3.316,1,0.0402,0.338,0.34,0.35,0.647,162.562,263734,4
33VReBh5WbMIOiJI1Ml4o8,The Breeze,Dr. Dog,0.609,0.554,9,-7.801,1,0.0395,0.77,3.36e-05,0.672,0.28,90.098,239067,4
3Bqw48ecyeeOHvuU1jYy6C,Potions,Day Wave,0.646,0.705,7,-5.816,1,0.0294,0.495,4.77e-05,0.151,0.223,91.513,190061,4
3I016oj9UguIs4DKkFzlGv,Mass Romantic,The New Pornographers,0.409,0.793,6,-6.145,1,0.0321,0.000172,0.0674,0.167,0.471,154.077,244240,4
1uP8UVMXcTJn28TbhfR2Wo,Paul,Big Thief,0.483,0.263,11,-11.541,1,0.0401,0.199,0.000306,0.109,0.166,123.453,183895,4
